Time,Grid_frequency,Demand_power,Active_power
2024-05-01 09:08:53,59.93,2.038,0.0
2024-05-01 09:08:54,59.95,1.621,0.0
2024-05-01 09:08:55,59.89,2.871,0.0
2024-05-01 09:08:56,59.85,3.704,0.0
2024-05-01 09:08:57,59.95,1.621,0.0
2024-05-01 09:08:58,59.87,3.288,0.0
2024-05-01 09:08:59,59.88,3.08,0.0
2024-05-01 09:09:00,59.89,2.871,0.0
2024-05-01 09:09:01,59.86,3.496,0.0
2024-05-01 09:09:02,59.94,1.83,0.0
2024-05-01 09:09:03,59.86,3.496,0.0
2024-05-01 09:09:04,59.91,2.455,0.0
2024-05-01 09:09:05,59.96,1.413,0.0
2024-05-01 09:09:06,59.91,2.455,0.0
2024-05-01 09:09:07,59.94,1.83,0.0
2024-05-01 09:09:08,59.9,2.663,0.0
2024-05-01 09:09:09,59.9,2.663,0.0
2024-05-01 09:09:10,59.9,2.663,0.0
2024-05-01 09:09:11,59.88,3.08,0.0
2024-05-01 09:09:12,59.96,1.413,0.0
2024-05-01 09:09:13,59.97,1.205,0.0
2024-05-01 09:09:14,59.87,3.288,0.0
2024-05-01 09:09:15,59.96,1.413,0.0
2024-05-01 09:09:16,59.9,2.663,0.0
2024-05-01 09:09:17,59.9,2.663,0.0
2024-05-01 09:09:18,59.9,2.663,0.0
2024-05-01 09:09:19,59.91,2.455,0.0
2024-05-01 09:09:20,59.87,3.288,0.0
2024-05-01 09:09:21,59.92,2.246,0.0
2024-05-01 09:09:22,59.86,3.496,0.0
2024-05-01 09:09:23,59.95,1.621,0.0
2024-05-01 09:09:24,59.97,1.205,0.0
2024-05-01 09:09:25,59.97,1.205,0.0
2024-05-01 09:09:26,59.94,1.83,0.0
2024-05-01 09:09:27,59.93,2.038,0.0
2024-05-01 09:09:28,59.95,1.621,0.0
2024-05-01 09:09:29,59.95,1.621,0.0
2024-05-01 09:09:30,59.85,3.704,0.0
2024-05-01 09:09:31,59.92,2.246,0.0
2024-05-01 09:09:32,59.88,3.08,0.0
2024-05-01 09:09:33,59.95,1.621,0.0
2024-05-01 09:09:34,59.95,1.621,0.0
2024-05-01 09:09:35,59.93,2.038,0.0
2024-05-01 09:09:36,59.81,4.538,0.0
2024-05-01 09:09:37,59.85,3.704,0.0
2024-05-01 09:09:38,59.8,4.746,0.0
2024-05-01 09:09:39,59.76,5.579,0.0
2024-05-01 09:09:40,59.76,5.579,0.0
2024-05-01 09:09:41,59.76,5.579,0.0
2024-05-01 09:09:42,59.76,5.579,0.0
2024-05-01 09:09:43,59.76,5.579,0.0
2024-05-01 09:09:44,59.84,3.913,0.0
2024-05-01 09:09:45,59.85,3.704,0.0
2024-05-01 09:09:46,59.78,5.163,0.0
2024-05-01 09:09:47,59.8,4.746,0.0
2024-05-01 09:09:48,59.81,4.538,0.0
2024-05-01 09:09:49,59.76,5.579,0.0
2024-05-01 09:09:50,59.76,5.579,0.0
2024-05-01 09:09:51,59.78,5.163,0.0
2024-05-01 09:09:52,59.79,4.954,0.0
2024-05-01 09:09:53,59.77,5.371,0.0
2024-05-01 09:09:54,59.83,4.121,0.0
2024-05-01 09:09:55,59.83,4.121,0.0
2024-05-01 09:09:56,59.81,4.538,0.0
2024-05-01 09:09:57,59.79,4.954,0.0
2024-05-01 09:09:58,59.8,4.746,0.0
2024-05-01 09:09:59,59.79,4.954,0.0
2024-05-01 09:10:00,59.8,4.746,0.0
2024-05-01 09:10:01,59.79,4.954,0.0
2024-05-01 09:10:03,59.8,4.746,0.0
2024-05-01 09:10:04,59.8,4.746,0.0
2024-05-01 09:10:05,59.81,4.538,0.0
2024-05-01 09:10:06,59.78,5.163,0.0
2024-05-01 09:10:07,59.79,4.954,0.0
2024-05-01 09:10:08,59.78,5.163,0.0
2024-05-01 09:10:09,59.79,4.954,0.0
2024-05-01 09:10:10,59.82,4.329,0.0
2024-05-01 09:10:11,59.76,5.579,0.0
2024-05-01 09:10:12,59.78,5.163,0.0
2024-05-01 09:10:13,59.81,4.538,0.0
2024-05-01 09:10:14,59.77,5.371,0.0
2024-05-01 09:10:15,59.45,10.0,0.0
2024-05-01 09:10:16,59.45,10.0,0.0
2024-05-01 09:10:17,59.45,10.0,0.0
2024-05-01 09:10:18,59.45,10.0,0.0
2024-05-01 09:10:19,59.5,10.0,0.0
2024-05-01 09:10:20,59.5,10.0,0.0
2024-05-01 09:10:21,59.5,10.0,0.0
2024-05-01 09:10:22,59.7,5.829,0.0
2024-05-01 09:10:23,59.53,9.37,0.0
2024-05-01 09:10:24,59.56,8.745,0.0
2024-05-01 09:10:25,59.55,8.953,0.0
2024-05-01 09:10:26,59.52,9.578,0.0
2024-05-01 09:10:27,59.74,4.996,0.0
2024-05-01 09:10:28,59.56,8.745,0.0
2024-05-01 09:10:29,59.76,4.579,0.0
2024-05-01 09:10:30,59.81,3.538,0.0
2024-05-01 09:10:31,59.78,4.163,0.0
2024-05-01 09:10:32,59.77,4.371,0.0
2024-05-01 09:10:33,59.78,4.163,0.0
2024-05-01 09:10:34,59.79,3.954,0.0
2024-05-01 09:10:35,59.76,4.579,0.0
2024-05-01 09:10:36,59.79,3.954,0.0
2024-05-01 09:10:37,59.76,4.579,0.0
2024-05-01 09:10:38,59.76,4.579,0.0
2024-05-01 09:10:39,59.84,2.913,0.0
2024-05-01 09:10:40,59.82,3.329,0.0
2024-05-01 09:10:41,59.8,3.746,0.0
2024-05-01 09:10:42,59.79,3.954,0.0
2024-05-01 09:10:43,59.8,3.746,0.0
2024-05-01 09:10:44,59.77,4.371,0.0
2024-05-01 09:10:45,59.83,3.121,0.0
2024-05-01 09:10:46,59.77,4.371,0.0
2024-05-01 09:10:47,59.78,4.163,0.0
2024-05-01 09:10:48,59.82,3.329,0.0
2024-05-01 09:10:49,59.77,4.371,0.0
2024-05-01 09:10:50,59.77,4.371,0.0
2024-05-01 09:10:51,60.0,0.0,0.0
2024-05-01 09:10:52,60.01,0.0,0.0
2024-05-01 09:10:53,60.0,0.0,0.0
2024-05-01 09:10:54,60.01,0.0,0.0
2024-05-01 09:10:55,60.01,0.0,0.0
2024-05-01 09:10:56,60.0,0.0,0.0
2024-05-01 09:10:57,60.01,0.0,0.0
2024-05-01 09:10:58,59.99,0.0,0.0
2024-05-01 09:10:59,59.98,0.0,0.0
2024-05-01 09:11:00,59.99,0.0,0.0
2024-05-01 09:11:01,59.98,0.0,0.0
2024-05-01 09:11:02,60.0,0.0,0.0
2024-05-01 09:11:03,60.0,0.0,0.0
2024-05-01 09:11:04,60.02,0.0,0.0
2024-05-01 09:11:05,60.01,0.0,0.0
2024-05-01 09:11:06,60.02,0.0,0.0
2024-05-01 09:11:07,60.01,0.0,0.0
2024-05-01 09:11:08,60.02,0.0,0.0
2024-05-01 09:11:09,60.0,0.0,0.0
2024-05-01 09:11:10,60.01,0.0,0.0
2024-05-01 09:11:11,59.98,0.0,0.0
2024-05-01 09:11:12,60.02,0.0,0.0
2024-05-01 09:11:13,60.01,0.0,0.0
2024-05-01 09:11:14,60.01,0.0,0.0
2024-05-01 09:11:15,60.01,0.0,0.0
2024-05-01 09:11:16,59.99,0.0,0.0
2024-05-01 09:11:17,59.99,0.0,0.0
2024-05-01 09:11:18,59.99,0.0,0.0
2024-05-01 09:11:19,60.02,0.0,0.0
2024-05-01 09:11:20,60.0,0.0,0.0
2024-05-01 09:11:21,60.0,0.0,0.0
2024-05-01 09:11:22,60.01,0.0,0.0
2024-05-01 09:11:23,59.98,0.0,0.0
2024-05-01 09:11:24,60.01,0.0,0.0
2024-05-01 09:11:25,60.0,0.0,0.0
2024-05-01 09:11:26,60.01,0.0,0.0
2024-05-01 09:11:27,59.99,0.0,0.0
2024-05-01 09:11:28,59.99,0.0,0.0
2024-05-01 09:11:29,59.99,0.0,0.0
2024-05-01 09:11:30,60.02,0.0,0.0
2024-05-01 09:11:31,59.98,0.0,0.0
2024-05-01 09:11:32,59.99,0.0,0.0
2024-05-01 09:11:34,59.99,0.0,0.0
2024-05-01 09:11:35,60.01,0.0,0.0
2024-05-01 09:11:36,60.0,0.0,0.0
2024-05-01 09:11:37,60.01,0.0,0.0
2024-05-01 09:11:38,60.01,0.0,0.0
2024-05-01 09:11:39,60.0,0.0,0.0
2024-05-01 09:11:40,60.0,0.0,0.0
2024-05-01 09:11:41,59.98,0.0,0.0
2024-05-01 09:11:42,60.01,0.0,0.0
2024-05-01 09:11:43,59.98,0.0,0.0
2024-05-01 09:11:44,60.0,0.0,0.0
2024-05-01 09:11:45,60.0,0.0,0.0
2024-05-01 09:11:46,60.0,0.0,0.0
2024-05-01 09:11:47,60.01,0.0,0.0
2024-05-01 09:11:48,59.98,0.0,0.0
2024-05-01 09:11:49,59.98,0.0,0.0
2024-05-01 09:11:50,59.99,0.0,0.0
2024-05-01 09:11:51,60.01,0.0,0.0
2024-05-01 09:11:52,60.11,-0.871,0.0
2024-05-01 09:11:53,60.14,3.504,0.0
2024-05-01 09:11:54,60.11,4.129,0.0
2024-05-01 09:11:55,60.2,2.254,0.0
2024-05-01 09:11:56,60.04,5.587,0.0
2024-05-01 09:11:57,60.07,4.962,0.0
2024-05-01 09:11:58,60.08,4.754,0.0
2024-05-01 09:11:59,60.07,4.962,0.0
2024-05-01 09:12:00,60.14,3.504,0.0
2024-05-01 09:12:01,60.17,2.879,0.0
2024-05-01 09:12:02,60.05,0.378,0.0
2024-05-01 09:12:03,60.21,-2.954,0.0
2024-05-01 09:12:04,60.09,-0.455,0.0
2024-05-01 09:12:05,60.09,-0.455,0.0
2024-05-01 09:12:06,60.17,-2.121,0.0
2024-05-01 09:12:07,60.1,-0.663,0.0
2024-05-01 09:12:08,60.15,-1.704,0.0
2024-05-01 09:12:09,60.06,0.17,0.0
2024-05-01 09:12:10,60.11,-0.871,0.0
2024-05-01 09:12:11,60.08,-0.246,0.0
2024-05-01 09:12:12,60.05,0.378,0.0
2024-05-01 09:12:13,60.12,-1.08,0.0
2024-05-01 09:12:14,60.18,-2.329,0.0
2024-05-01 09:12:15,60.02,1.0,0.0
2024-05-01 09:12:16,60.18,-2.329,0.0
2024-05-01 09:12:17,60.22,-3.163,0.0
2024-05-01 09:12:18,60.22,-3.163,0.0
2024-05-01 09:12:19,60.19,-2.538,0.0
2024-05-01 09:12:20,60.09,-0.455,0.0
2024-05-01 09:12:21,60.06,0.17,0.0
2024-05-01 09:12:22,60.11,-0.871,0.0
2024-05-01 09:12:23,60.23,-3.371,0.0
2024-05-01 09:12:24,60.11,-0.871,0.0
2024-05-01 09:12:25,60.21,-2.954,0.0
2024-05-01 09:12:26,60.07,-0.038,0.0
2024-05-01 09:12:27,60.13,-1.288,0.0
2024-05-01 09:12:28,60.1,-0.663,0.0
2024-05-01 09:12:29,60.1,-0.663,0.0
2024-05-01 09:12:30,60.02,1.0,0.0
2024-05-01 09:12:31,60.08,-0.246,0.0
2024-05-01 09:12:32,60.18,-2.329,0.0
2024-05-01 09:12:33,60.15,-1.704,0.0
2024-05-01 09:12:34,60.19,-2.538,0.0
2024-05-01 09:12:35,60.22,-3.163,0.0
2024-05-01 09:12:36,60.1,-0.663,0.0
2024-05-01 09:12:37,60.13,-1.288,0.0
2024-05-01 09:12:38,60.21,-2.954,0.0
2024-05-01 09:12:39,60.18,-2.329,0.0
2024-05-01 09:12:40,60.2,-2.746,0.0
2024-05-01 09:12:41,60.22,-3.163,0.0
2024-05-01 09:12:42,60.2,-2.746,0.0
2024-05-01 09:12:43,60.17,-2.121,0.0
2024-05-01 09:12:44,60.05,0.378,0.0
2024-05-01 09:12:45,60.07,-0.038,0.0
2024-05-01 09:12:46,60.24,-3.579,0.0
2024-05-01 09:12:47,60.14,-1.496,0.0
2024-05-01 09:12:48,60.23,-3.371,0.0
2024-05-01 09:12:49,60.07,-0.038,0.0
2024-05-01 09:12:50,60.15,-1.704,0.0
2024-05-01 09:12:51,60.09,-0.455,0.0
2024-05-01 09:12:52,60.0,1.0,0.0
2024-05-01 09:12:53,60.01,1.0,0.0
2024-05-01 09:12:54,59.99,1.0,0.0
2024-05-01 09:12:55,60.0,1.0,0.0
2024-05-01 09:12:56,60.0,1.0,0.0
2024-05-01 09:12:57,60.02,1.0,0.0
2024-05-01 09:12:58,59.98,1.0,0.0
2024-05-01 09:12:59,59.99,1.0,0.0
2024-05-01 09:13:00,59.98,1.0,0.0
2024-05-01 09:13:01,60.0,1.0,0.0
2024-05-01 09:13:02,59.99,1.0,0.0
2024-05-01 09:13:03,60.0,1.0,0.0
2024-05-01 09:13:04,59.98,1.0,0.0
2024-05-01 09:13:05,59.98,1.0,0.0
2024-05-01 09:13:06,60.02,1.0,0.0
2024-05-01 09:13:08,60.0,1.0,0.0
2024-05-01 09:13:09,60.02,1.0,0.0
2024-05-01 09:13:10,59.98,1.0,0.0
2024-05-01 09:13:11,60.0,1.0,0.0
2024-05-01 09:13:12,60.01,1.0,0.0
2024-05-01 09:13:13,60.02,1.0,0.0
2024-05-01 09:13:14,60.0,1.0,0.0
2024-05-01 09:13:15,59.99,1.0,0.0
2024-05-01 09:13:16,59.99,1.0,0.0
2024-05-01 09:13:17,59.99,1.0,0.0
2024-05-01 09:13:18,60.02,1.0,0.0
2024-05-01 09:13:19,60.01,1.0,0.0
2024-05-01 09:13:20,60.0,1.0,0.0
2024-05-01 09:13:21,60.01,1.0,0.0
2024-05-01 09:13:22,59.99,1.0,0.0
2024-05-01 09:13:23,59.99,1.0,0.0
2024-05-01 09:13:24,59.99,1.0,0.0
2024-05-01 09:13:25,60.01,1.0,0.0
2024-05-01 09:13:26,60.01,1.0,0.0
2024-05-01 09:13:27,60.01,1.0,0.0
2024-05-01 09:13:28,60.0,1.0,0.0
2024-05-01 09:13:29,60.0,1.0,0.0
2024-05-01 09:13:30,59.99,1.0,0.0
2024-05-01 09:13:31,60.0,1.0,0.0
2024-05-01 09:13:32,59.99,1.0,0.0
2024-05-01 09:13:33,60.01,1.0,0.0
2024-05-01 09:13:34,60.0,1.0,0.0
2024-05-01 09:13:35,59.99,1.0,0.0
2024-05-01 09:13:36,60.0,1.0,0.0
2024-05-01 09:13:37,60.02,1.0,0.0
2024-05-01 09:13:38,60.02,1.0,0.0
2024-05-01 09:13:39,59.99,1.0,0.0
2024-05-01 09:13:40,60.01,1.0,0.0
2024-05-01 09:13:41,59.99,1.0,0.0
2024-05-01 09:13:42,60.02,1.0,0.0
2024-05-01 09:13:43,60.02,1.0,0.0
2024-05-01 09:13:44,59.99,1.0,0.0
2024-05-01 09:13:45,60.01,1.0,0.0
2024-05-01 09:13:46,59.98,1.0,0.0
2024-05-01 09:13:47,60.01,1.0,0.0
2024-05-01 09:13:48,60.0,1.0,0.0
2024-05-01 09:13:49,59.99,1.0,0.0
2024-05-01 09:13:50,59.99,1.0,0.0
2024-05-01 09:13:51,60.0,1.0,0.0
2024-05-01 09:13:52,59.98,1.0,0.0
2024-05-01 09:13:53,59.89,2.871,0.0
2024-05-01 09:13:54,59.88,3.08,0.0
2024-05-01 09:13:55,59.93,2.038,0.0
2024-05-01 09:13:56,59.96,1.413,0.0
2024-05-01 09:13:57,59.91,2.455,0.0
2024-05-01 09:13:58,59.86,3.496,0.0
2024-05-01 09:13:59,59.88,3.08,0.0
2024-05-01 09:14:00,59.94,1.83,0.0
2024-05-01 09:14:01,59.98,1.0,0.0
2024-05-01 09:14:02,59.96,1.413,0.0
2024-05-01 09:14:03,59.89,2.871,0.0
2024-05-01 09:14:04,59.96,1.413,0.0
2024-05-01 09:14:05,59.93,2.038,0.0
2024-05-01 09:14:06,59.87,3.288,0.0
2024-05-01 09:14:07,59.9,2.663,0.0
2024-05-01 09:14:08,59.97,1.205,0.0
2024-05-01 09:14:09,59.93,2.038,0.0
2024-05-01 09:14:10,59.95,1.621,0.0
2024-05-01 09:14:11,59.89,2.871,0.0
2024-05-01 09:14:12,59.85,3.704,0.0
2024-05-01 09:14:13,59.95,1.621,0.0
2024-05-01 09:14:14,59.87,3.288,0.0
2024-05-01 09:14:15,59.88,3.08,0.0
2024-05-01 09:14:16,59.89,2.871,0.0
2024-05-01 09:14:17,59.86,3.496,0.0
2024-05-01 09:14:18,59.94,1.83,0.0
2024-05-01 09:14:19,59.86,3.496,0.0
2024-05-01 09:14:20,59.91,2.455,0.0
2024-05-01 09:14:21,59.96,1.413,0.0
2024-05-01 09:14:22,59.91,2.455,0.0
2024-05-01 09:14:23,59.94,1.83,0.0
2024-05-01 09:14:24,59.9,2.663,0.0
2024-05-01 09:14:25,59.9,2.663,0.0
2024-05-01 09:14:26,59.9,2.663,0.0
2024-05-01 09:14:27,59.88,3.08,0.0
2024-05-01 09:14:28,59.96,1.413,0.0
2024-05-01 09:14:29,59.97,1.205,0.0
2024-05-01 09:14:30,59.87,3.288,0.0
2024-05-01 09:14:31,59.96,1.413,0.0
2024-05-01 09:14:32,59.9,2.663,0.0
2024-05-01 09:14:33,59.9,2.663,0.0
2024-05-01 09:14:34,59.9,2.663,0.0
2024-05-01 09:14:35,59.91,2.455,0.0
2024-05-01 09:14:36,59.87,3.288,0.0
2024-05-01 09:14:37,59.92,2.246,0.0
2024-05-01 09:14:38,59.86,3.496,0.0
2024-05-01 09:14:39,59.95,1.621,0.0
2024-05-01 09:14:40,59.97,1.205,0.0
2024-05-01 09:14:41,59.97,1.205,0.0
2024-05-01 09:14:42,59.94,1.83,0.0
2024-05-01 09:14:44,59.93,2.038,0.0
2024-05-01 09:14:45,59.95,1.621,0.0
