Time,Grid_frequency,Demand_power,Active_power,Power Control Index
2024-05-06 18:00:11,59.98,-2.1,-2.2,99.0
2024-05-06 18:00:12,59.89,-0.2,-0.3,99.0
2024-05-06 18:00:13,59.97,-1.9,-2.1,98.0
2024-05-06 18:00:14,59.9,-0.5,-0.7,98.0
2024-05-06 18:00:15,59.85,0.6,0.4,98.0
2024-05-06 18:00:16,59.88,-0.1,-0.2,99.0
2024-05-06 18:00:17,59.92,-0.9,-1.1,98.0
2024-05-06 18:00:18,59.92,-0.9,-1.0,99.0
2024-05-06 18:00:19,59.87,0.1,-0.1,98.0
2024-05-06 18:00:20,59.9,-0.5,-0.6,99.0
2024-05-06 18:00:21,59.85,0.5,0.4,99.0
2024-05-06 18:00:22,59.87,0.1,0.0,99.0
2024-05-06 18:00:23,59.86,0.3,0.1,98.0
2024-05-06 18:00:24,59.92,-1.0,-1.1,99.0
2024-05-06 18:00:25,59.95,-1.6,-1.7,99.0
2024-05-06 18:00:26,59.88,-0.2,-0.3,99.0
2024-05-06 18:00:27,59.96,-1.9,-2.0,99.0
2024-05-06 18:00:28,59.91,-0.8,-0.9,99.0
2024-05-06 18:00:29,59.89,-0.4,-0.5,99.0
2024-05-06 18:00:30,59.89,-0.4,-0.6,98.0
2024-05-06 18:00:31,59.96,-1.9,-2.1,98.0
2024-05-06 18:00:32,59.93,-1.3,-1.4,99.0
2024-05-06 18:00:33,59.92,-1.1,-1.2,99.0
2024-05-06 18:00:34,59.89,-0.5,-0.6,99.0
2024-05-06 18:00:35,59.9,-0.7,-0.8,99.0
2024-05-06 18:00:36,59.92,-1.1,-1.3,98.0
2024-05-06 18:00:37,59.91,-0.9,-1.1,98.0
2024-05-06 18:00:38,59.86,0.1,0.0,99.0
2024-05-06 18:00:39,59.97,-2.2,-2.4,98.0
2024-05-06 18:00:40,59.98,-2.4,-2.6,98.0
2024-05-06 18:00:41,59.92,-1.2,-1.3,99.0
2024-05-06 18:00:42,59.86,0.1,0.0,99.0
2024-05-06 18:00:43,59.94,-1.6,-1.7,99.0
2024-05-06 18:00:44,59.9,-0.8,-1.0,98.0
2024-05-06 18:00:45,59.91,-1.0,-1.1,99.0
2024-05-06 18:00:46,59.9,-0.8,-0.9,99.0
2024-05-06 18:00:47,59.97,-2.3,-2.4,99.0
2024-05-06 18:00:48,59.93,-1.4,-1.5,99.0
2024-05-06 18:00:49,59.93,-1.5,-1.6,99.0
2024-05-06 18:00:50,59.94,-1.7,-1.9,98.0
2024-05-06 18:00:51,59.92,-1.3,-1.5,98.0
2024-05-06 18:00:52,59.89,-0.6,-0.8,98.0
2024-05-06 18:00:53,59.9,-0.9,-1.1,98.0
2024-05-06 18:00:54,59.96,-2.1,-2.3,98.0
2024-05-06 18:00:55,59.88,-0.5,-0.6,99.0
2024-05-06 18:00:56,59.96,-2.1,-2.3,98.0
2024-05-06 18:00:57,59.87,-0.3,-0.5,98.0
2024-05-06 18:00:58,59.95,-2.0,-2.1,99.0
2024-05-06 18:00:59,59.9,-0.9,-1.1,98.0
2024-05-06 18:01:00,59.87,-0.3,-0.5,98.0
2024-05-06 18:01:01,59.93,-1.6,-1.7,99.0
2024-05-06 18:01:02,59.88,-0.5,-0.7,98.0
2024-05-06 18:01:03,59.85,0.1,0.0,99.0
2024-05-06 18:01:04,59.85,0.1,0.0,99.0
2024-05-06 18:01:05,59.9,-1.0,-1.1,99.0
2024-05-06 18:01:06,59.94,-1.8,-2.0,98.0
2024-05-06 18:01:07,59.88,-0.6,-0.7,99.0
2024-05-06 18:01:08,59.92,-1.4,-1.5,99.0
2024-05-06 18:01:09,59.85,0.0,-0.2,98.0
2024-05-06 18:01:10,59.89,-0.8,-1.0,98.0
2024-05-06 18:01:11,59.93,-1.7,-1.8,99.0
2024-05-06 18:01:12,59.82,0.6,0.4,98.0
2024-05-06 18:01:13,59.79,1.2,1.0,98.0
2024-05-06 18:01:14,59.79,1.2,1.0,98.0
2024-05-06 18:01:15,59.79,1.2,1.0,98.0
2024-05-06 18:01:16,59.8,1.0,0.9,99.0
2024-05-06 18:01:17,59.83,0.4,0.2,98.0
2024-05-06 18:01:18,59.76,1.8,1.6,98.0
2024-05-06 18:01:19,59.76,1.8,1.6,98.0
2024-05-06 18:01:20,59.78,1.4,1.3,99.0
2024-05-06 18:01:21,59.78,1.4,1.3,99.0
2024-05-06 18:01:22,59.81,0.7,0.6,99.0
2024-05-06 18:01:23,59.82,0.5,0.4,99.0
2024-05-06 18:01:24,59.85,-0.1,-0.2,99.0
2024-05-06 18:01:25,59.77,1.5,1.3,98.0
2024-05-06 18:01:26,59.76,1.7,1.6,99.0
2024-05-06 18:01:27,59.77,1.5,1.3,98.0
2024-05-06 18:01:28,59.85,-0.2,-0.4,98.0
2024-05-06 18:01:29,59.76,1.7,1.6,99.0
2024-05-06 18:01:30,59.8,0.8,0.7,99.0
2024-05-06 18:01:31,59.83,0.2,0.1,99.0
2024-05-06 18:01:32,59.8,0.8,0.7,99.0
2024-05-06 18:01:33,59.76,1.6,1.4,98.0
2024-05-06 18:01:34,59.75,1.8,1.6,98.0
2024-05-06 18:01:35,59.84,-0.0,-0.2,98.0
2024-05-06 18:01:36,59.76,1.6,1.6,100.0
2024-05-06 18:01:37,59.85,-0.3,-0.5,98.0
2024-05-06 18:01:38,59.77,1.4,1.3,99.0
2024-05-06 18:01:39,59.78,1.2,1.0,98.0
2024-05-06 18:01:40,59.84,-0.1,-0.3,98.0
2024-05-06 18:01:41,59.85,-0.3,-0.5,98.0
2024-05-06 18:01:42,59.83,0.1,0.0,99.0
2024-05-06 18:01:43,59.78,1.1,1.0,99.0
2024-05-06 18:01:44,59.84,-0.1,-0.3,98.0
2024-05-06 18:01:45,59.8,0.7,0.6,99.0
2024-05-06 18:01:46,59.82,0.3,0.1,98.0
2024-05-06 18:01:47,59.83,0.1,0.0,99.0
2024-05-06 18:01:48,59.77,1.3,1.1,98.0
2024-05-06 18:01:49,59.85,-0.4,-0.5,99.0
2024-05-06 18:01:50,59.75,1.7,1.6,99.0
2024-05-06 18:01:51,59.55,5.8,5.7,99.0
2024-05-06 18:01:52,59.69,2.9,2.7,98.0
2024-05-06 18:01:53,59.5,10.0,9.7,97.0
2024-05-06 18:01:54,59.53,9.4,9.1,97.0
2024-05-06 18:01:55,59.58,8.3,8.2,98.99999999999999
2024-05-06 18:01:56,59.6,7.9,7.7,98.0
2024-05-06 18:01:57,59.58,8.3,8.2,98.99999999999999
2024-05-06 18:01:58,59.6,7.9,7.8,99.0
2024-05-06 18:01:59,59.67,6.5,6.4,99.0
2024-05-06 18:02:00,59.58,8.3,8.2,98.99999999999999
2024-05-06 18:02:01,59.74,5.0,4.9,99.0
2024-05-06 18:02:02,59.6,7.9,7.7,98.0
2024-05-06 18:02:03,59.6,7.9,7.7,98.0
2024-05-06 18:02:04,59.84,2.9,2.8,99.0
2024-05-06 18:02:05,59.79,4.0,3.9,99.0
2024-05-06 18:02:06,59.75,4.8,4.6,98.0
2024-05-06 18:02:07,59.84,2.9,2.8,99.0
2024-05-06 18:02:08,59.85,2.7,2.5,98.0
2024-05-06 18:02:09,59.75,4.8,4.6,98.0
2024-05-06 18:02:10,59.79,4.0,3.8,98.0
2024-05-06 18:02:11,59.76,4.6,4.5,99.0
2024-05-06 18:02:12,59.79,4.0,3.8,98.0
2024-05-06 18:02:13,59.8,3.7,3.5,98.0
2024-05-06 18:02:14,59.81,3.5,3.4,99.0
